Year,Visits Per Capita,Library
2011,8.32042,SANTA FE SPRINGS CITY LIBRARY
2012,11.68393,SANTA FE SPRINGS CITY LIBRARY
2013,8.98288,SANTA FE SPRINGS CITY LIBRARY
2014,8.94877,SANTA FE SPRINGS CITY LIBRARY
2015,7.88661,SANTA FE SPRINGS CITY LIBRARY
2016,7.89733,SANTA FE SPRINGS CITY LIBRARY
2017,7.84167,SANTA FE SPRINGS CITY LIBRARY
2018,8.48968,SANTA FE SPRINGS CITY LIBRARY
2019,5.5935,SANTA FE SPRINGS CITY LIBRARY
2010,2.96325,SANTA MARIA PUBLIC LIBRARY
2011,3.03229,SANTA MARIA PUBLIC LIBRARY
2012,2.76109,SANTA MARIA PUBLIC LIBRARY
2013,3.15014,SANTA MARIA PUBLIC LIBRARY
2014,3.35244,SANTA MARIA PUBLIC LIBRARY
2015,2.98737,SANTA MARIA PUBLIC LIBRARY
2016,2.32078,SANTA MARIA PUBLIC LIBRARY
2017,2.22466,SANTA MARIA PUBLIC LIBRARY
2018,2.08596,SANTA MARIA PUBLIC LIBRARY
2019,1.37448,SANTA MARIA PUBLIC LIBRARY
2010,16.46576,SANTA MONICA PUBLIC LIBRARY
2011,15.50285,SANTA MONICA PUBLIC LIBRARY
2012,15.08857,SANTA MONICA PUBLIC LIBRARY
2013,13.72551,SANTA MONICA PUBLIC LIBRARY
2014,13.53631,SANTA MONICA PUBLIC LIBRARY
2015,12.64556,SANTA MONICA PUBLIC LIBRARY
2016,13.40395,SANTA MONICA PUBLIC LIBRARY
2017,13.21216,SANTA MONICA PUBLIC LIBRARY
2018,12.08984,SANTA MONICA PUBLIC LIBRARY
2019,8.01248,SANTA MONICA PUBLIC LIBRARY
2010,16.04483,SAUSALITO PUBLIC LIBRARY
2011,15.95937,SAUSALITO PUBLIC LIBRARY
2012,15.30691,SAUSALITO PUBLIC LIBRARY
2013,15.68404,SAUSALITO PUBLIC LIBRARY
2014,15.5,SAUSALITO PUBLIC LIBRARY
2015,16.63711,SAUSALITO PUBLIC LIBRARY
2016,16.98403,SAUSALITO PUBLIC LIBRARY
2017,16.87005,SAUSALITO PUBLIC LIBRARY
2018,16.22384,SAUSALITO PUBLIC LIBRARY
2019,11.98966,SAUSALITO PUBLIC LIBRARY
2010,3.43555,SHASTA PUBLIC LIBRARIES
2011,8.96549,SHASTA PUBLIC LIBRARIES
2012,12.61266,SHASTA PUBLIC LIBRARIES
2013,13.12268,SHASTA PUBLIC LIBRARIES
2014,12.19428,SHASTA PUBLIC LIBRARIES
2015,10.73148,SHASTA PUBLIC LIBRARIES
2016,7.25694,SHASTA PUBLIC LIBRARIES
2017,10.07771,SHASTA PUBLIC LIBRARIES
2018,7.40547,SHASTA PUBLIC LIBRARIES
2019,4.23684,SHASTA PUBLIC LIBRARIES
2010,8.37468,SIERRA MADRE PUBLIC LIBRARY
2011,8.38475,SIERRA MADRE PUBLIC LIBRARY
2012,7.52427,SIERRA MADRE PUBLIC LIBRARY
2013,7.1188,SIERRA MADRE PUBLIC LIBRARY
2014,7.49088,SIERRA MADRE PUBLIC LIBRARY
2015,7.31681,SIERRA MADRE PUBLIC LIBRARY
2016,7.38229,SIERRA MADRE PUBLIC LIBRARY
2017,7.71591,SIERRA MADRE PUBLIC LIBRARY
2018,6.76839,SIERRA MADRE PUBLIC LIBRARY
2019,4.92502,SIERRA MADRE PUBLIC LIBRARY
2010,1.38078,SIGNAL HILL PUBLIC LIBRARY
2011,3.26408,SIGNAL HILL PUBLIC LIBRARY
2012,2.39009,SIGNAL HILL PUBLIC LIBRARY
2013,3.34747,SIGNAL HILL PUBLIC LIBRARY
2014,3.25809,SIGNAL HILL PUBLIC LIBRARY
2015,2.67549,SIGNAL HILL PUBLIC LIBRARY
2016,2.03644,SIGNAL HILL PUBLIC LIBRARY
2017,1.86501,SIGNAL HILL PUBLIC LIBRARY
2018,1.43527,SIGNAL HILL PUBLIC LIBRARY
2019,3.68272,SIGNAL HILL PUBLIC LIBRARY
2010,,SIMI VALLEY PUBLIC LIBRARY
2011,,SIMI VALLEY PUBLIC LIBRARY
2012,,SIMI VALLEY PUBLIC LIBRARY
2013,1.41236,SIMI VALLEY PUBLIC LIBRARY
2014,1.24444,SIMI VALLEY PUBLIC LIBRARY
2015,1.24128,SIMI VALLEY PUBLIC LIBRARY
2016,1.27956,SIMI VALLEY PUBLIC LIBRARY
2017,1.24322,SIMI VALLEY PUBLIC LIBRARY
2018,1.11403,SIMI VALLEY PUBLIC LIBRARY
2019,0.80834,SIMI VALLEY PUBLIC LIBRARY
2010,5.66606,SOLANO COUNTY LIBRARY
2011,5.21063,SOLANO COUNTY LIBRARY
2012,4.88348,SOLANO COUNTY LIBRARY
2013,4.35587,SOLANO COUNTY LIBRARY
2014,4.16442,SOLANO COUNTY LIBRARY
2015,3.8433,SOLANO COUNTY LIBRARY
2016,3.48263,SOLANO COUNTY LIBRARY
2017,3.36952,SOLANO COUNTY LIBRARY
2018,3.7824,SOLANO COUNTY LIBRARY
2019,2.60641,SOLANO COUNTY LIBRARY
2010,5.76483,SONOMA COUNTY LIBRARY
2011,4.13244,SONOMA COUNTY LIBRARY
2012,4.04881,SONOMA COUNTY LIBRARY
2013,4.45732,SONOMA COUNTY LIBRARY
2014,4.12059,SONOMA COUNTY LIBRARY
2015,4.11464,SONOMA COUNTY LIBRARY
2016,4.18468,SONOMA COUNTY LIBRARY
2017,4.08283,SONOMA COUNTY LIBRARY
2018,4.35625,SONOMA COUNTY LIBRARY
2019,1.70163,SONOMA COUNTY LIBRARY
2010,11.9515,SOUTH PASADENA PUBLIC LIBRARY
2011,12.45283,SOUTH PASADENA PUBLIC LIBRARY
2012,11.65135,SOUTH PASADENA PUBLIC LIBRARY
2013,10.77602,SOUTH PASADENA PUBLIC LIBRARY
2014,10.30144,SOUTH PASADENA PUBLIC LIBRARY
2015,9.53654,SOUTH PASADENA PUBLIC LIBRARY
2016,8.97426,SOUTH PASADENA PUBLIC LIBRARY
2017,9.03966,SOUTH PASADENA PUBLIC LIBRARY
2018,9.20812,SOUTH PASADENA PUBLIC LIBRARY
2019,6.88459,SOUTH PASADENA PUBLIC LIBRARY
2010,4.36708,SOUTH SAN FRANCISCO PUBLIC LIBRARY
2011,5.58602,SOUTH SAN FRANCISCO PUBLIC LIBRARY
2012,6.19579,SOUTH SAN FRANCISCO PUBLIC LIBRARY
2013,7.36453,SOUTH SAN FRANCISCO PUBLIC LIBRARY
2014,7.6708,SOUTH SAN FRANCISCO PUBLIC LIBRARY
2015,7.4174,SOUTH SAN FRANCISCO PUBLIC LIBRARY
2016,6.4753,SOUTH SAN FRANCISCO PUBLIC LIBRARY
2017,6.0158,SOUTH SAN FRANCISCO PUBLIC LIBRARY
2018,6.12459,SOUTH SAN FRANCISCO PUBLIC LIBRARY
2019,3.92382,SOUTH SAN FRANCISCO PUBLIC LIBRARY
2010,25.01522,ST. HELENA PUBLIC LIBRARY
2011,24.51217,ST. HELENA PUBLIC LIBRARY
2012,23.5779,ST. HELENA PUBLIC LIBRARY
2013,20.19182,ST. HELENA PUBLIC LIBRARY
2014,19.59192,ST. HELENA PUBLIC LIBRARY
2015,19.08294,ST. HELENA PUBLIC LIBRARY
2016,18.27366,ST. HELENA PUBLIC LIBRARY
2017,16.23864,ST. HELENA PUBLIC LIBRARY
2018,16.1174,ST. HELENA PUBLIC LIBRARY
2019,11.08777,ST. HELENA PUBLIC LIBRARY
2010,,STANISLAUS COUNTY FREE LIBRARY
2011,,STANISLAUS COUNTY FREE LIBRARY
2012,,STANISLAUS COUNTY FREE LIBRARY
2013,,STANISLAUS COUNTY FREE LIBRARY
2014,4.24693,STANISLAUS COUNTY FREE LIBRARY
2015,4.29728,STANISLAUS COUNTY FREE LIBRARY
2016,4.26553,STANISLAUS COUNTY FREE LIBRARY
2017,3.05364,STANISLAUS COUNTY FREE LIBRARY
2018,2.48669,STANISLAUS COUNTY FREE LIBRARY
2019,1.63647,STANISLAUS COUNTY FREE LIBRARY
2010,1.73767,STOCKTON-SAN JOAQUIN COUNTY PUBLIC LIBRARY
2011,1.70444,STOCKTON-SAN JOAQUIN COUNTY PUBLIC LIBRARY
2012,1.54404,STOCKTON-SAN JOAQUIN COUNTY PUBLIC LIBRARY
2013,1.47261,STOCKTON-SAN JOAQUIN COUNTY PUBLIC LIBRARY
2014,1.40739,STOCKTON-SAN JOAQUIN COUNTY PUBLIC LIBRARY
2015,1.30978,STOCKTON-SAN JOAQUIN COUNTY PUBLIC LIBRARY
2016,1.13263,STOCKTON-SAN JOAQUIN COUNTY PUBLIC LIBRARY
2017,1.10149,STOCKTON-SAN JOAQUIN COUNTY PUBLIC LIBRARY
2018,0.92982,STOCKTON-SAN JOAQUIN COUNTY PUBLIC LIBRARY
2019,0.81932,STOCKTON-SAN JOAQUIN COUNTY PUBLIC LIBRARY
2010,5.19225,SUNNYVALE PUBLIC LIBRARY
2011,5.20213,SUNNYVALE PUBLIC LIBRARY
2012,5.09211,SUNNYVALE PUBLIC LIBRARY
2013,4.81399,SUNNYVALE PUBLIC LIBRARY
2014,4.72294,SUNNYVALE PUBLIC LIBRARY
2015,4.5143,SUNNYVALE PUBLIC LIBRARY
2016,4.5634,SUNNYVALE PUBLIC LIBRARY
2017,4.28546,SUNNYVALE PUBLIC LIBRARY
2018,3.98528,SUNNYVALE PUBLIC LIBRARY
2019,2.56883,SUNNYVALE PUBLIC LIBRARY
2010,9.85715,SUTTER COUNTY LIBRARY
2011,9.92908,SUTTER COUNTY LIBRARY
2012,9.75694,SUTTER COUNTY LIBRARY
2013,5.33617,SUTTER COUNTY LIBRARY
2014,5.38242,SUTTER COUNTY LIBRARY
2015,5.28497,SUTTER COUNTY LIBRARY
2016,5.26015,SUTTER COUNTY LIBRARY
2017,2.59158,SUTTER COUNTY LIBRARY
2018,2.59933,SUTTER COUNTY LIBRARY
2019,1.89432,SUTTER COUNTY LIBRARY
2010,1.23353,TEHAMA COUNTY LIBRARY
2011,1.31174,TEHAMA COUNTY LIBRARY
2012,1.31595,TEHAMA COUNTY LIBRARY
2013,1.3333,TEHAMA COUNTY LIBRARY
2014,1.29447,TEHAMA COUNTY LIBRARY
2015,1.32839,TEHAMA COUNTY LIBRARY
2016,1.52618,TEHAMA COUNTY LIBRARY
2017,,TEHAMA COUNTY LIBRARY
2018,,TEHAMA COUNTY LIBRARY
2019,,TEHAMA COUNTY LIBRARY
2010,5.37084,THOUSAND OAKS LIBRARY
2011,5.14178,THOUSAND OAKS LIBRARY
2012,5.09807,THOUSAND OAKS LIBRARY
2013,5.15496,THOUSAND OAKS LIBRARY
2014,5.09628,THOUSAND OAKS LIBRARY
2015,4.59212,THOUSAND OAKS LIBRARY
2016,6.29632,THOUSAND OAKS LIBRARY
2017,7.7474,THOUSAND OAKS LIBRARY
2018,4.43562,THOUSAND OAKS LIBRARY
2019,3.06165,THOUSAND OAKS LIBRARY
2010,5.22604,TORRANCE PUBLIC LIBRARY
2011,4.12116,TORRANCE PUBLIC LIBRARY
2012,3.8324,TORRANCE PUBLIC LIBRARY
2013,3.84183,TORRANCE PUBLIC LIBRARY
2014,3.80076,TORRANCE PUBLIC LIBRARY
2015,4.09826,TORRANCE PUBLIC LIBRARY
2016,4.69136,TORRANCE PUBLIC LIBRARY
2017,4.44544,TORRANCE PUBLIC LIBRARY
2018,4.18554,TORRANCE PUBLIC LIBRARY
2019,2.72197,TORRANCE PUBLIC LIBRARY
2010,2.63813,TRINITY COUNTY FREE LIBRARY
2011,2.41379,TRINITY COUNTY FREE LIBRARY
2012,2.24942,TRINITY COUNTY FREE LIBRARY
2013,2.22339,TRINITY COUNTY FREE LIBRARY
2014,2.12232,TRINITY COUNTY FREE LIBRARY
2015,2.06629,TRINITY COUNTY FREE LIBRARY
2016,2.18484,TRINITY COUNTY FREE LIBRARY
2017,2.83168,TRINITY COUNTY FREE LIBRARY
2018,2.89421,TRINITY COUNTY FREE LIBRARY
2019,2.05492,TRINITY COUNTY FREE LIBRARY
2010,1.25373,TULARE COUNTY FREE LIBRARY
2011,1.28615,TULARE COUNTY FREE LIBRARY
2012,0.67082,TULARE COUNTY FREE LIBRARY
2013,0.97667,TULARE COUNTY FREE LIBRARY
2014,0.89452,TULARE COUNTY FREE LIBRARY
2015,0.90367,TULARE COUNTY FREE LIBRARY
2016,0.88286,TULARE COUNTY FREE LIBRARY
2017,0.79392,TULARE COUNTY FREE LIBRARY
2018,0.93528,TULARE COUNTY FREE LIBRARY
2019,0.63393,TULARE COUNTY FREE LIBRARY
2010,2.81429,TULARE PUBLIC LIBRARY
2011,2.60872,TULARE PUBLIC LIBRARY
2012,2.61784,TULARE PUBLIC LIBRARY
2013,2.65199,TULARE PUBLIC LIBRARY
2014,2.80176,TULARE PUBLIC LIBRARY
2015,2.848,TULARE PUBLIC LIBRARY
2016,2.40777,TULARE PUBLIC LIBRARY
2017,2.18925,TULARE PUBLIC LIBRARY
2018,2.04892,TULARE PUBLIC LIBRARY
2019,1.28779,TULARE PUBLIC LIBRARY
2010,3.15805,TUOLUMNE COUNTY LIBRARY
2011,3.35494,TUOLUMNE COUNTY LIBRARY
2012,3.2594,TUOLUMNE COUNTY LIBRARY
2013,3.25011,TUOLUMNE COUNTY LIBRARY
2014,3.07834,TUOLUMNE COUNTY LIBRARY
2015,3.03322,TUOLUMNE COUNTY LIBRARY
2016,2.97706,TUOLUMNE COUNTY LIBRARY
2017,3.11635,TUOLUMNE COUNTY LIBRARY
2018,2.95897,TUOLUMNE COUNTY LIBRARY
2019,1.92755,TUOLUMNE COUNTY LIBRARY
2010,2.62481,UPLAND PUBLIC LIBRARY
2011,2.44295,UPLAND PUBLIC LIBRARY
2012,2.27976,UPLAND PUBLIC LIBRARY
2013,2.32458,UPLAND PUBLIC LIBRARY
2014,3.17094,UPLAND PUBLIC LIBRARY
2015,3.48061,UPLAND PUBLIC LIBRARY
2016,3.2616,UPLAND PUBLIC LIBRARY
2017,3.07441,UPLAND PUBLIC LIBRARY
2018,3.17547,UPLAND PUBLIC LIBRARY
2019,2.108,UPLAND PUBLIC LIBRARY
2010,,VENTURA COUNTY LIBRARY
2011,3.65446,VENTURA COUNTY LIBRARY
2012,4.24688,VENTURA COUNTY LIBRARY
2013,4.11944,VENTURA COUNTY LIBRARY
2014,2.69073,VENTURA COUNTY LIBRARY
2015,2.34806,VENTURA COUNTY LIBRARY
2016,2.76479,VENTURA COUNTY LIBRARY
2017,2.83212,VENTURA COUNTY LIBRARY
2018,2.49025,VENTURA COUNTY LIBRARY
2019,1.70054,VENTURA COUNTY LIBRARY
2010,,VICTORVILLE CITY LIBRARY
2011,1.69056,VICTORVILLE CITY LIBRARY
2012,1.62984,VICTORVILLE CITY LIBRARY
2013,1.58833,VICTORVILLE CITY LIBRARY
2014,1.70854,VICTORVILLE CITY LIBRARY
2015,1.71393,VICTORVILLE CITY LIBRARY
2016,1.65175,VICTORVILLE CITY LIBRARY
2017,1.41559,VICTORVILLE CITY LIBRARY
2018,1.30534,VICTORVILLE CITY LIBRARY
2019,0.87099,VICTORVILLE CITY LIBRARY
2010,8.56279,WATSONVILLE PUBLIC LIBRARY
2011,8.73121,WATSONVILLE PUBLIC LIBRARY
2012,8.81095,WATSONVILLE PUBLIC LIBRARY
2013,8.81555,WATSONVILLE PUBLIC LIBRARY
2014,9.89902,WATSONVILLE PUBLIC LIBRARY
2015,9.94009,WATSONVILLE PUBLIC LIBRARY
2016,10.37301,WATSONVILLE PUBLIC LIBRARY
2017,10.94013,WATSONVILLE PUBLIC LIBRARY
2018,8.53598,WATSONVILLE PUBLIC LIBRARY
2019,3.4054,WATSONVILLE PUBLIC LIBRARY
2010,5.63858,WHITTIER PUBLIC LIBRARY
2011,4.90953,WHITTIER PUBLIC LIBRARY
2012,5.58777,WHITTIER PUBLIC LIBRARY
2013,6.77774,WHITTIER PUBLIC LIBRARY
2014,6.88054,WHITTIER PUBLIC LIBRARY
2015,7.15624,WHITTIER PUBLIC LIBRARY
2016,6.61316,WHITTIER PUBLIC LIBRARY
2017,6.6285,WHITTIER PUBLIC LIBRARY
2018,5.86171,WHITTIER PUBLIC LIBRARY
2019,4.32466,WHITTIER PUBLIC LIBRARY
2010,2.74602,WILLOWS PUBLIC LIBRARY
2011,2.69672,WILLOWS PUBLIC LIBRARY
2012,2.83559,WILLOWS PUBLIC LIBRARY
2013,1.95623,WILLOWS PUBLIC LIBRARY
2014,1.83864,WILLOWS PUBLIC LIBRARY
2015,1.79666,WILLOWS PUBLIC LIBRARY
2016,1.96141,WILLOWS PUBLIC LIBRARY
2017,1.91325,WILLOWS PUBLIC LIBRARY
2018,1.54605,WILLOWS PUBLIC LIBRARY
2019,0.90244,WILLOWS PUBLIC LIBRARY
2010,3.72207,WOODLAND PUBLIC LIBRARY
2011,3.83063,WOODLAND PUBLIC LIBRARY
2012,3.51511,WOODLAND PUBLIC LIBRARY
2013,3.04005,WOODLAND PUBLIC LIBRARY
2014,3.11922,WOODLAND PUBLIC LIBRARY
2015,3.16174,WOODLAND PUBLIC LIBRARY
2016,3.17747,WOODLAND PUBLIC LIBRARY
2017,3.20632,WOODLAND PUBLIC LIBRARY
2018,3.24584,WOODLAND PUBLIC LIBRARY
2019,2.63906,WOODLAND PUBLIC LIBRARY
2010,4.1792,YOLO COUNTY LIBRARY
2011,4.98831,YOLO COUNTY LIBRARY
2012,4.15455,YOLO COUNTY LIBRARY
2013,5.91982,YOLO COUNTY LIBRARY
2014,5.47147,YOLO COUNTY LIBRARY
2015,5.23509,YOLO COUNTY LIBRARY
2016,4.92235,YOLO COUNTY LIBRARY
2017,4.69287,YOLO COUNTY LIBRARY
2018,4.19411,YOLO COUNTY LIBRARY
2019,2.9626,YOLO COUNTY LIBRARY
2010,5.18674,YORBA LINDA PUBLIC LIBRARY
2011,5.12658,YORBA LINDA PUBLIC LIBRARY
2012,5.09624,YORBA LINDA PUBLIC LIBRARY
2013,4.99399,YORBA LINDA PUBLIC LIBRARY
2014,4.77584,YORBA LINDA PUBLIC LIBRARY
2015,4.85897,YORBA LINDA PUBLIC LIBRARY
2016,4.32087,YORBA LINDA PUBLIC LIBRARY
2017,4.12241,YORBA LINDA PUBLIC LIBRARY
2018,4.14269,YORBA LINDA PUBLIC LIBRARY
2019,2.76371,YORBA LINDA PUBLIC LIBRARY
2010,1.76406,YUBA COUNTY LIBRARY
2011,1.57815,YUBA COUNTY LIBRARY
2012,,YUBA COUNTY LIBRARY
2013,0.81597,YUBA COUNTY LIBRARY
2014,0.75868,YUBA COUNTY LIBRARY
2015,0.75415,YUBA COUNTY LIBRARY
2016,0.73276,YUBA COUNTY LIBRARY
2017,0.78998,YUBA COUNTY LIBRARY
2018,0.74706,YUBA COUNTY LIBRARY
2019,0.59304,YUBA COUNTY LIBRARY
